text,font_size,font_name,y_coord,page,source_pdf,label
"and Yemen. Of these, Burundi, Niger, and Yemen are yet to vaccinate more than 5 percent of populations.",10,SourceSansPro-Bold,358.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVAX was the largest supplier of doses to HRP countries in May and June.,10,SourceSansPro-Bold,372.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
â€¢,10,Symbol,394.9899902,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Projected economic growth declined further in 17 HRP countries from January to June 2022 due to the,10,SourceSansPro-Bold,394.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
compounding eï¬€ects of the COVID-19 pandemic and the secondary impacts of the war in Ukraine. Expected,10,SourceSansPro-Bold,409.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"GDP growth in 2023 has been reduced by a percentage point or more for 8 HRP countries, with Mozambique",10,SourceSansPro-Bold,423.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"(-3.6), Sudan (-3), and Niger (-2.3) facing the steepest reductions in expected growth. Humanitarian settings",10,SourceSansPro-Bold,437.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"also face significant debt risks, with four HRP countries â€“ Chad, Mozambique, Somalia, and Sudan â€“ currently",10,SourceSansPro-Bold,451.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
in debt distress.,10,SourceSansPro-Bold,466.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
â€¢,10,Symbol,488.9899902,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Fourteen immunization campaigns continue to be postponed due to COVID-19 in Q2 2022, impacting more than",10,SourceSansPro-Bold,488.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"52 million people across 13 GHO countries. The postponement of these campaigns, targeting diseases like",10,SourceSansPro-Bold,502.1600037,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"yellow fever, measles, cholera, and polio, increase the risk of secondary diseases spreading across",10,SourceSansPro-Bold,517.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"humanitarian settings, with outbreaks of diseases like measles occurring in Q2 2022.",10,SourceSansPro-Bold,531.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
â€¢,10,Symbol,553.9899902,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"New data from UN Women reveals that 26 HRP countries had gender sensitive pandemic policies, with seven",10,SourceSansPro-Bold,553.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"gender sensitive policies implemented on average.  Colombia implemented the most (31), followed by",10,SourceSansPro-Bold,568.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
1,6.666666985,SourceSansPro-Bold,568.4400024,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Honduras (17) and oPt (16). Iraq and Libya had none. Despite implementing gender sensitive COVID-19,10,SourceSansPro-Bold,582.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"policies, the disproportionate impact of the COVID-19 pandemic â€“ such as increased violence or economic",10,SourceSansPro-Bold,596.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
fallout â€“ on women and girls remains felt across HRP countries.,10,SourceSansPro-Bold,610.1599731,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"UNDP & UN Women, â€˜COVID-19 Global Gender Response Tracker.â€™ Available at:  https://data.undp.org/gendertracker/",8,SourceSansPro-Regular,728.1279907,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
1,5.333333015,SourceSansPro-Regular,728.7520142,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Sign up to receive this report by email every quarter,11,SourceSansPro-Bold,654.1760254,1,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
1. Epidemiological Update,10.5,SourceSansPro-Bold,92.66799927,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,4
"Global reported COVID-19 cases in the Second Quarter 2022 (Q2 2022) declined by 71 percent, falling from 196 million",10,SourceSansPro-Bold,114.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"to 57 million. This decline, however, likely reflects reduced testing and monitoring meaning fewer cases are detected.",10,SourceSansPro-Bold,127.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Even with testing scaled back, and despite the overall drop during Q2, reported COVID-19 cases rose in June globally for three",10,SourceSansPro-Regular,140.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"consecutive weeks. Regional increases in the Eastern Mediterranean, Europe, South-East Asia, and the Americas drove this",10,SourceSansPro-Regular,153.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
increase.  This spike in reported COVID-19 may signal a larger increase in COVID-19 transmission cases beyond that reflected,10,SourceSansPro-Regular,166.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
2,6.666666985,SourceSansPro-Regular,167.4400024,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"in reported figures, given lower rates of testing. The weekly rate of deaths remained stable globally, although increases in",10,SourceSansPro-Regular,179.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
deaths typically lag cases and thus could rise in coming weeks.,10,SourceSansPro-Regular,192.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"The Omicron variant comprises most COVID-19 cases (94 percent), with Omicron sub-variants BA.4 and BA.5",10,SourceSansPro-Bold,218.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
increasingly represented within sequenced samples.  These two sub-variants appear more capable of evading immunity,10,SourceSansPro-Bold,231.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
from vaccination or past infection. BA.4 and BA.5 were classified as Variants of Concern by the European Centre for Disease,10,SourceSansPro-Regular,244.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Protection in May 2022, and they are currently driving surges in COVID-19 cases in countries like the USA.",10,SourceSansPro-Regular,257.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
3,6.666666985,SourceSansPro-Regular,258.4400024,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Countries in the Global Humanitarian Overview (GHO) comprised 8 percent and 14 percent of global cases and deaths,10,SourceSansPro-Bold,284.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"respectively in Q2 2022, reporting 4.6 million deaths and 23,000 deaths. Of these 282,000 cases and 2,670 deaths",10,SourceSansPro-Bold,297.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"occurred in countries with Humanitarian Response Plans (HRPs).  Across HRPs, Burundi (11 percent) and Guatemala (9",10,SourceSansPro-Bold,310.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"percent) reported the largest increases in cases this quarter, while Guatemala (7 percent) and DRC (3 percent) reported the",10,SourceSansPro-Regular,323.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"largest increase in deaths. Humanitarian settings continue to face significant barriers to testing and surveillance, meaning",10,SourceSansPro-Regular,336.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
many COVID-19 cases and deaths may go unreported.,10,SourceSansPro-Regular,349.1600037,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Figure 1 & 2. COVID-19 cases in Q2 in GHO and HRP countries,10,SourceSansPro-Bold,604.1599731,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,617.1599731,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"WHO, â€˜Weekly epidemiological update on COVID-19,â€™ 29 June 2022. Available at:  https://www.who.int/publications/m/item/weekly-epidemiological-up",8,SourceSansPro-Regular,698.1279907,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
2,5.333333015,SourceSansPro-Regular,698.7520142,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
-,8,SourceSansPro-Semibold,698.1279907,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
date-on-covid-19---29-june-2022,8,SourceSansPro-Semibold,708.1279907,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
ECDC. 13 May 2022. Available at:  https://www.ecdc.europa.eu/en/news-events/epidemiological-update-sars-cov-2-omicron-sub-lineages-ba4-and-ba5,8,SourceSansPro-Regular,728.1279907,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
3,5.333333015,SourceSansPro-Regular,728.7520142,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,2,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
Figure 3 & 4. COVID-19 deaths in Q2 in GHO and HRP countries,10,SourceSansPro-Bold,254.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,267.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"The pandemic exacted a greater toll on humanitarian settings than oï¬€icially reported, with 597,000 to 2.2 million",10,SourceSansPro-Bold,293.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
excess deaths attributable to COVID-19 occurring across HRP countries according to WHO data.  This is significantly more,10,SourceSansPro-Bold,306.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"than reported in oï¬€icial figures. Low rates of testing and surveillance masked initial reporting, but new data from WHO and",10,SourceSansPro-Regular,319.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
other sources identify additional excess deaths likely attributable to COVID-19 occurring between 1 January 2020 and 31,10,SourceSansPro-Regular,332.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
December 2021.,10,SourceSansPro-Regular,345.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
4,6.666666985,SourceSansPro-Regular,346.4400024,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Furthermore, newly released data collected across 25 low- and middle-income countries finds that the risk of dying from",10,SourceSansPro-Regular,371.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 was twice as high in lower-income countries compared to high-income ones.  This is likely due to low-income,10,SourceSansPro-Regular,384.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
5,6.666666985,SourceSansPro-Regular,385.4400024,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"countries having less access to vaccinations, weaker health care systems, more multigenerational households, and less ability",10,SourceSansPro-Regular,397.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"to work from home. HRP countries included in this study are Colombia, Ethiopia, and Mozambique.",10,SourceSansPro-Regular,410.1600037,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Figure 5. COVID-19 excess deaths in HRP countries,10,SourceSansPro-Bold,648.1599731,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,661.1599731,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"WHO, â€˜Global excess deaths associated with COVID-19 (modelled estimates),â€™ 20 May 2021. Available at:  https://www.who.int/data/sets/global-excess-",8,SourceSansPro-Regular,698.1279907,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
4,5.333333015,SourceSansPro-Regular,698.7520142,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
deaths-associated-with-covid-19-modelled-estimates,8,SourceSansPro-Semibold,708.1279907,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Levin, A. T.Â  et al. Â  BMJ Glob. Health Â 7, e008477 (2022).",8,SourceSansPro-Regular,728.1279907,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
5,5.333333015,SourceSansPro-Regular,728.7520142,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,3,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
2. COVID-19 Vaccination Update,10.5,SourceSansPro-Bold,91.66799927,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,4
"Delivered COVID-19 vaccination doses declined overall in Q2 2022, falling by approximately half (86.7 million)",10,SourceSansPro-Bold,113.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"compared to Q1 2022 (156.2 million).  Eight HRP countries received no doses this quarter, including Burundi, CAR, El",10,SourceSansPro-Bold,126.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Salvador, Libya, Niger, Ukraine, Venezuela, and Yemen.",10,SourceSansPro-Regular,139.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Figure 6. Total doses delivered by month, by funding source",10,SourceSansPro-Bold,379.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,392.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"COVAX supplied the majority of doses in May (54 percent) and June (54 percent), while unknown sources (51 percent)",10,SourceSansPro-Bold,418.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
and COVAX (49 percent) supplied the majority of doses in April.  Unknown sources are likely doses delivered through,10,SourceSansPro-Bold,431.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
bilateral agreements with details not yet publicly available.,10,SourceSansPro-Regular,444.1600037,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Figure 7. Vaccines delivered by recipient country,10,SourceSansPro-Bold,700.1599731,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,713.1599731,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,4,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Thirteen HRP countries are yet to vaccinate 10 percent of populations, with Cameroon, South Sudan, Yemen, DRC,",10,SourceSansPro-Bold,85.16000366,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Haiti, and Burundi yet to vaccinate 5 percent of populations.  Low vaccination leaves humanitarian settings vulnerable to",10,SourceSansPro-Bold,98.16000366,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"future surges and new variants. Even in settings where doses have been delivered, there remain barriers to administration",10,SourceSansPro-Regular,111.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"including weak healthcare systems, vaccine hesitancy, compounding crises, and transport issues. Yemen, Somalia, Syria,",10,SourceSansPro-Regular,124.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Chad, South Sudan, DRC, and Burundi are yet to administer more than one-third of delivered doses.",10,SourceSansPro-Regular,137.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Since the end of Q1, the overall vaccination rate across the AMC92 â€“ the 92 lower-income countries eligible for",10,SourceSansPro-Bold,163.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"financing support through COVAX to access vaccines â€“ has increased from 40 percent to 47 percent, whereas the",10,SourceSansPro-Bold,176.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
average vaccination rate in the 34 countries for concerted support has increased from 7 to 10 percent.  The COVID-19,10,SourceSansPro-Bold,189.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Vaccine Delivery Partnership has been supporting the AMC92 countries since January 2022 in accelerating vaccine delivery,10,SourceSansPro-Regular,202.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"with a focus on the 34 countries at or below 10 percent vaccination coverage in January 2022. At the end of Q1, 19 countries",10,SourceSansPro-Regular,215.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"were at or below 10 percent coverage which has dropped slightly to 18 countries by the end of Q2. Of those 18 countries, 14",10,SourceSansPro-Regular,228.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"face ongoing humanitarian emergencies, highlighting the challenges and complexities associated with vaccine delivery in a",10,SourceSansPro-Regular,241.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"context of fragile health systems, competing health and humanitarian priorities, and significant logistical challenges. These",10,SourceSansPro-Regular,254.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"countries continue to exhibit low or flatlining vaccination rates, highlighting the need for more tailored approaches, including",10,SourceSansPro-Regular,267.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
closer engagement with humanitarian partners on the ground to support vaccine delivery.,10,SourceSansPro-Regular,280.1600037,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Figure 8. Population coverage by delivery and admin by HRP country,10,SourceSansPro-Bold,552.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,565.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
More than 868 million in combined vaccine financing was approved by the World Bank (850 million) and GAVIâ€™s Country,10,SourceSansPro-Bold,593.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Delivery Support (18.5 million) in Q2 2022, reaching eight GHO countries.  This is a significant increase from total vaccine",10,SourceSansPro-Bold,606.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"financing approved in Q1 2022, during which 257.8 million was approved for eight GHO countries. TÃ¼rkiye received the most",10,SourceSansPro-Regular,619.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(500 million) followed by Ethiopia (195 million) and Costa Rica (120 million). These funds will support vaccine roll-out and,10,SourceSansPro-Regular,632.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
help strengthen national healthcare system preparedness and response.,10,SourceSansPro-Regular,645.1599731,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,5,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
Figure 9. World Bank & GAVI vaccine financing,10,SourceSansPro-Bold,347.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,360.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Follow the latest data on COVID-19 vaccine rollout   here  and on COVID-19 vaccine financing  here .,10,SourceSansPro-Regular,386.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
3. Secondary Impacts,10.5,SourceSansPro-Bold,427.6679993,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,4
Economic Eï¬€ects,10,SourceSansPro-Regular,450.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,4
"Projected economic growth declined further in 17 HRP countries from January to June 2022, with the compounding",10,SourceSansPro-Bold,476.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"eï¬€ects of the COVID-19 pandemic and the secondary impacts of the war in Ukraine globally setting back GDP growth,",10,SourceSansPro-Bold,489.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"recovery of incomes to pre-pandemic levels, and poverty reduction.   The pandemic left the world more vulnerable to the",10,SourceSansPro-Bold,502.1600037,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
6,6.666666985,SourceSansPro-Bold,503.4400024,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"secondary economic shocks now stemming from the war in Ukraine, including rising food and fuel prices and inflation. As of",10,SourceSansPro-Regular,515.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"June 2022, global growth is expected to fall from 5.7 percent in 2021 to 2.9 percent in 2022, a growth rate 1.2 percent lower",10,SourceSansPro-Regular,528.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
than that predicted in January 2022. Global growth will likely be dampened through 2024 due to the lingering eï¬€ects of the,10,SourceSansPro-Regular,541.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
pandemic and disruptions from the war. The World Bank predicts several years of above-average inflation and below-average,10,SourceSansPro-Regular,554.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"growth. In 40 percent of developing economies, real income per capita will remain below pre-COVID-19 levels in 2023. Of the",10,SourceSansPro-Regular,567.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"21 HRPs for which data is available, 17 face lower projected real GDP growth for 2022 and/or 2023 compared to growth",10,SourceSansPro-Regular,580.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"predictions made in January 2022. Possible lockdowns, transport delays, or industry closures remain a downside risk to",10,SourceSansPro-Regular,593.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
global economies.,10,SourceSansPro-Regular,606.1599731,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"World Bank, â€˜Global Economic Prospects,â€™ June 2022.",8,SourceSansPro-Regular,728.1279907,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
6,5.333333015,SourceSansPro-Regular,728.7520142,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Sources: Epidemiological Update (World Health Organization, Our World in Data, Media sources); Vaccine update (Gavi, Our World in Data, UNICEF, WHO, World Bank, Media",7,SourceSansPro-Regular,738.1119995,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"sources); Secondary Impacts (UNESCO, OCHA, IMF, World Bank, Media sources); Funding Update (OCHA) as of 1 July 2022. For feedback, please contact: centrehumdata@un.org.",7,SourceSansPro-Regular,747.1119995,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
Millions $,3.466544867,Helvetica,87.20764923,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
500,3.466544867,Helvetica-Bold,89.87429047,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
195,3.466544867,Helvetica-Bold,92.54094696,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
120,3.466544867,Helvetica-Bold,131.5395813,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
35,3.466544867,Helvetica-Bold,175.5378265,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
7.2,3.466544867,Helvetica-Bold,223.8697052,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
4.9,3.466544867,Helvetica-Bold,246.868927,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
3.4,3.466544867,Helvetica-Bold,261.2017822,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
3,3.466544867,Helvetica-Bold,265.5349426,6,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
COVID-19 Data Explorer: Global Humanitarian Operations,11,Gotham-Bold,36.20000076,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Quarterly Highlights, Q2 2022",11,Gotham-Bold,50.20000076,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,3
"Figure 10. Growth projections in June 2023 for HRPs, revised from January 2022",10,SourceSansPro-Bold,314.1600037,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
(as of 30 June 2022),10,SourceSansPro-Bold,327.1600037,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"Expected GDP growth in 2023 has been reduced by a percentage point or more for 8 HRP countries, with Mozambique",10,SourceSansPro-Bold,353.1600037,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"(-3.6), Sudan (-3), and Niger (-2.3) facing the steepest reductions in expected growth.  Compounding crises â€“ including",10,SourceSansPro-Bold,366.1600037,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
"climate change, ongoing eï¬€ects of the COVID-19 pandemic, conflict and unrest, rising food and fuel prices, and food insecurity",10,SourceSansPro-Regular,379.1600037,7,201ab28823c4a10ca391e800642e9cf381737ed2.pdf,5
